window,connection_count,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,unique_dst_ports,failed_connection_ratio,mean_interarrival,std_interarrival,interarrival_cv,rst_ratio,run_id,label
1788947314,2,0.0,0.0,0.0,2,0,112,0,0,1,1.0,0.0004129409790039,0.0,0.0,0.0,benign_mixed,BENIGN
1788947315,2,0.0,0.0,0.0,2,0,129,0,0,1,1.0,0.0006940364837646,0.0,0.0,0.0,benign_mixed,BENIGN
1788947317,3,0.0,0.0,0.0,3,0,168,0,0,1,1.0,0.0004490613937377,7.402896881103516e-05,0.164852667905495,0.0,benign_mixed,BENIGN
1788947319,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.000370979309082,0.0001430511474609,0.3856041131105398,0.0,benign_mixed,BENIGN
1788947322,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0004619359970092,9.310245513916016e-05,0.2015483870967742,0.0,benign_mixed,BENIGN
1788947324,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0003190040588378,9.489059448242188e-05,0.2974588938714499,0.0,benign_mixed,BENIGN
1788947371,4,3.87949025,938.0,0.0,14,0,1423,0,0,4,0.75,0.0024643739064534,0.0014961648288519,0.607117623236452,0.0,benign_mixed,BENIGN
1788947671,4,3.8683925,938.0,0.0,14,0,1423,0,0,4,0.75,0.0023606618245442,0.0016852107932526,0.7138721759005054,0.0,benign_mixed,BENIGN
1788947757,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.1117540597915649,0.009907841682434,0.0886575548209472,0.0,benign_mixed,BENIGN
1788947758,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0759323596954345,0.1489268207592092,1.96130900391554,0.0,benign_mixed,BENIGN
1788947759,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0016829967498779,0.0008809566497802,0.5234452472021532,0.0,benign_mixed,BENIGN
1788947772,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0012630224227905,0.000606894493103,0.480509674374705,0.0,benign_mixed,BENIGN
1788947773,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0012809038162231,0.0006660223007202,0.5199627733829688,0.0,benign_mixed,BENIGN
1788947774,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1217108249664306,0.2409113489219978,1.9793748747364428,0.0,benign_mixed,BENIGN
1788947775,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0015565156936645,0.0008233785629272,0.528988282147507,0.0,benign_mixed,BENIGN
1788947776,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0692028045654296,0.1356881141266292,1.960731432471631,0.0,benign_mixed,BENIGN
1788947777,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0954631805419921,0.1883687387539927,1.973208284958968,0.0,benign_mixed,BENIGN
1788947778,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0013549327850341,0.000662088394165,0.4886503607249692,0.0,benign_mixed,BENIGN
1788947779,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0012259483337402,0.0005979537963867,0.4877479579929988,0.0,benign_mixed,BENIGN
1788947780,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0011839866638183,0.0006370544433593,0.5380587998389046,0.0,benign_mixed,BENIGN
1788947781,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0012359619140625,0.0007290840148925,0.589891975308642,0.0,benign_mixed,BENIGN
1788947782,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0014295578002929,0.0004935264587402,0.3452301534356237,0.0,benign_mixed,BENIGN
1788947783,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1446003913879394,0.2839636090100305,1.9637817455708129,0.0,benign_mixed,BENIGN
1788947784,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0021724700927734,0.0015075206756591,0.693920105355575,0.0,benign_mixed,BENIGN
1788947785,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0020160675048828,0.0009069442749023,0.4498580889309366,0.0,benign_mixed,BENIGN
1788947786,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0020405054092407,0.0010136365890502,0.4967576093941695,0.0,benign_mixed,BENIGN
1788947787,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0923751831054687,0.1798379285517709,1.946820807342185,0.0,benign_mixed,BENIGN
1788947788,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0698714256286621,0.1349286043954412,1.9310984881363564,0.0,benign_mixed,BENIGN
1788947789,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0016515254974365,0.0003325939178466,0.2013858813339107,0.0,benign_mixed,BENIGN
1788947790,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0028024911880493,0.0013736486434936,0.4901527074737334,0.0,benign_mixed,BENIGN
1788947791,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0019130706787109,0.0011920928955078,0.6231306081754736,0.0,benign_mixed,BENIGN
1788947792,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0022774934768676,0.0014396905899047,0.6321381837215388,0.0,benign_mixed,BENIGN
1788947793,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1037352085113525,0.2034996960179472,1.9617225331520565,0.0,benign_mixed,BENIGN
1788947794,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0019434690475463,0.00054132938385,0.2785376924492425,0.0,benign_mixed,BENIGN
1788947795,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1405593872070312,0.2770466863307271,1.9710294120922884,0.0,benign_mixed,BENIGN
1788947796,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0835862159729003,0.1628235094327153,1.947970817168044,0.0,benign_mixed,BENIGN
1788947797,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0023494958877563,0.0012704133987426,0.5407174387335735,0.0,benign_mixed,BENIGN
1788947798,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1296210289001464,0.2554306951808154,1.970596108888986,0.0,benign_mixed,BENIGN
1788947799,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1020496368408203,0.2005631883567157,1.9653493590531768,0.0,benign_mixed,BENIGN
1788947800,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0018720626831054,0.0012919902801513,0.6901426388181355,0.0,benign_mixed,BENIGN
1788947801,9,0.0,0.0,0.0,9,0,555,0,0,1,1.0,0.1238420009613037,0.2102804827731655,1.6979738791435617,0.0,benign_mixed,BENIGN
1788947802,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0029535293579101,0.0022814273834228,0.7724410720051663,0.0,benign_mixed,BENIGN
1788947803,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.126777982711792,0.2505092024533792,1.9759677279521708,0.0,benign_mixed,BENIGN
1788947804,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0015920400619506,0.0005789995193481,0.3636840134780981,0.0,benign_mixed,BENIGN
1788947805,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0017340183258056,0.0010550022125244,0.6084146844493331,0.0,benign_mixed,BENIGN
1788947806,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0028815269470214,0.0015544891357421,0.5394671520767831,0.0,benign_mixed,BENIGN
1788947807,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1065683841705322,0.2092756558486761,1.963768686909903,0.0,benign_mixed,BENIGN
1788947808,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0970577716827392,0.1892155957386623,1.9495151440027592,0.0,benign_mixed,BENIGN
1788947809,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0756852149963378,0.1476614314028312,1.950994410334647,0.0,benign_mixed,BENIGN
1788947810,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0741819858551025,0.1429010561854256,1.9263579228594665,0.0,benign_mixed,BENIGN
1788947811,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0025299787521362,0.0012620687484741,0.4988455920463648,0.0,benign_mixed,BENIGN
1788947812,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0853405952453613,0.1663172052814351,1.948863900037952,0.0,benign_mixed,BENIGN
1788947813,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.0787104129791259,0.1541784559887734,1.9588063402698908,0.0,benign_mixed,BENIGN
1788947814,6,0.0,0.0,0.0,6,0,370,0,0,1,1.0,0.1502356052398681,0.2971962814834686,1.978201379153504,0.0,benign_mixed,BENIGN
